"题目id：2169856
",问题:在精准扶贫工作中，精神贫困问题是摆在扶贫工作者面前的一大难题，解决好精神层面的问题，才能真正激发摆脱贫困的内生动力，提升自主脱贫能力。强调精神脱贫的重要性是因为[u]      [/u]。,,"
选项：['A', '.', '意', '识', '可', '以', '产', '生', '物', '质', '\n', 'B', '.', '意', '识', '可', '以', '转', '化', '为', '物', '质', '\n', 'C', '.', '精', '神', '力', '量', '可', '以', '派', '生', '出', '物', '质', '力', '量', '\n', 'D', '.', '意', '识', '可', '以', '直', '接', '改', '造', '世', '界', '\n']","
答案：1","
【解析】A项错误，唯物主义认为物质决定意识，意识是对客观存在的主观反映，因此意识不能产生物质。B项正确，“意识可以转化成物质”是指意识具有能动的反作用，意识通过指导实践，对物质进行加工改造，改变物质的具体形态，从而把意识中的“蓝图”转化为现实中存在的具体物质形态。题干中强调“精神脱贫”的目的是为了激发摆脱贫困的内生动力，提升自主脱贫能力，从而更好的指导实践。C项错误，唯物主义认为物质决定意识，意识是由物质派生而来，而不是意识派生物质。D项错误，意识不能直接改造世界，意识只有通过指导实践才能改造世界。故正确答案为B。","
来源:2018年3月18日山东省事业单位省属综合类考试题（客观题部分满分70分）第51题","
出错率：44.84%","
易错选项：2"
"题目id：1703956
",问题:学术大师季羡林曾言：“我们讲和谐，不仅要人与人和谐，人与自然和谐，还要人内心和谐。鉴于此，我把人文关怀的层次分析成人与自然、人与人以及人自身思想情感处理等三种关系，如果这三种关系处理得当，人就幸福愉快，否则就痛苦”。“内心和谐”概念的提出，反映出（  ）。,,"
选项：['A', '.', '世', '界', '是', '普', '遍', '联', '系', '的', '\n', 'B', '.', '幸', '福', '来', '自', '于', '人', '的', '主', '观', '感', '受', '\n', 'C', '.', '人', '的', '主', '观', '意', '识', '具', '有', '能', '动', '性', '\n', 'D', '.', '社', '会', '存', '在', '决', '定', '社', '会', '意', '识', '\n']","
答案：2","
【解析】季羡林大师所说：“如果这三种关系处理得当，人就幸福愉快，否则就痛苦”充分表明了人的内心和谐可以造成人幸福愉快的结果，表明了意识的能动作用。故正确答案为C。","
来源:2012年山东省事业单位考试《公共基础知识》题（精选）第3题","
出错率：65.56%","
易错选项：0"
"题目id：2169877
",问题:党的十九大报告指出，我国社会主要矛盾的变化，没有改变我们对我国社会主义所处历史阶段的判断，我国仍处于并将长期处于社会主义初级阶段的基本国情没有变，我国是世界最大发展中国家的国际地位没有变。这一论断蕴含的辩证唯物论哲理主要是：（    ）,,"
选项：['A', '.', '发', '展', '是', '前', '进', '性', '与', '曲', '折', '性', '的', '统', '一', '\n', 'B', '.', '任', '何', '事', '物', '都', '处', '在', '绝', '对', '的', '运', '动', '变', '化', '之', '中', '\n', 'C', '.', '发', '挥', '主', '观', '能', '动', '性', '以', '尊', '重', '客', '观', '规', '律', '为', '基', '础', '\n', 'D', '.', '事', '物', '是', '绝', '对', '运', '动', '与', '相', '对', '静', '止', '的', '统', '一', '\n']","
答案：3","
【解析】本题主要考查哲学常识。A项错误，唯物辩证法认为，任何事物的发展都是前进性与曲折性的统一，即在前进中有曲折，在曲折中向前进，是一切新事物发展的途径。本题中未体现“曲折性”，而只是强调我国社会主要矛盾变了，但是我国社会主义初级阶段的基本国情没有变，我国仍是发展中国家的国际地位也没有变。B项错误，运动是物质的存在方式和根本属性，它是绝对的，即任何事物都处在绝对的运动变化之中，但未体现题干中的“没有改变……”，即相对静止的问题。C项错误，发挥人的主观能动性必须以遵循客观规律为基础，但本题中未体现“发挥主观能动性”，只能强调我国社会主要矛盾的变化，未改变我国现在的基本国情和国际地位。D项正确，事物的运动是绝对的，而事物在运动过程中又有某种暂时的静止，静止是相对的。静止是物质运动在一定条件下的稳定状态，包括空间位置和根本性质暂时未变这样两种运动的特殊状态。本题中，社会主要矛盾的变化，体现了“运动的绝对性”；基本国情和国际地位未改变，体现了“静止的相对性”。因此，题干材料体现了“事物是绝对运动和相对静止的统一”。故正确答案为D。","
来源:2018年3月18日山东省事业单位省属综合类考试题（客观题部分满分70分）第25题","
出错率：45.35%","
易错选项：0"
"题目id：2071574
",问题:“画饼不能充饥”，从物质和精神的关系来看，这是因为：,,"
选项：['A', '.', '物', '质', '决', '定', '精', '神', '\n', 'B', '.', '精', '神', '对', '物', '质', '具', '有', '反', '作', '用', '\n', 'C', '.', '精', '神', '不', '能', '转', '化', '为', '物', '质', '\n', 'D', '.', '观', '念', '的', '东', '西', '不', '能', '代', '替', '物', '质', '的', '东', '西', '\n']","
答案：3","
【解析】本题考查政治常识，主要考查哲学常识。A项错误，“物质决定精神”本身说法正确，但是不能反映题干的意思，不当选。B项错误，“精神对物质具有反作用” 本身说法正确，但是不能反映题干的意思，不当选。C项错误，“精神不能转化为物质”本身说法错误，精神可以通过实践而转化为物质。D项正确，“饼”是物质的东西，是可以“充饥”的，而“画饼”并不能达到实际的“饼”所起到的“充饥”的效果。所以观念的东西不能代替物质的东西。故正确答案为D。","
来源:2017年山西省事业单位《公共基础知识》题（上午场）第1题","
出错率：54.46%","
易错选项：2"
"题目id：1805848
",问题:错误的社会意识之所以错误，主要是由于(  )。,,"
选项：['A', '.', '它', '纯', '粹', '是', '主', '观', '臆', '想', '，', '其', '内', '容', '与', '社', '会', '存', '在', '无', '关', '\n', 'B', '.', '它', '落', '后', '于', '客', '观', '实', '际', '，', '不', '适', '合', '时', '代', '发', '展', '的', '需', '要', '\n', 'C', '.', '它', '脱', '离', '多', '数', '人', '的', '觉', '悟', '程', '度', '，', '不', '能', '被', '多', '数', '人', '接', '受', '\n', 'D', '.', '它', '是', '对', '社', '会', '存', '在', '虚', '幻', '的', '、', '歪', '曲', '的', '反', '映', '\n']","
答案：3","
【解析】本题考查马克思主义哲学知识。社会意识是人对社会存在的反映,社会意识有正确与错误之分，其根源是人对社会存在的反映正确与否，当人们能正确如实的反映客观社会时，这样的社会意识就正确的；反之就是错误的。A项错误，选项说法错误，错误的社会意识也是对社会存在的反映，只是它是错误的反映而已。B项错误，社会意识具有相对独立性，表现为社会意识与社会存在发展变化的不完全同步性。社会意识可能落后于社会存在，也可能超越社会存在。所以该项中“落后于客观实际”的社会意识不应被认为是错误的社会意识。C项错误，判断社会意识正确性的标准不是被接受程度或人的觉悟程度，而是能否正确地反映社会存在。D项正确，错误的社会意识是对社会存在的错误反映，是虚幻的、歪曲的反映。故正确答案为D。","
来源:2015年5月青海省省直事业单位《公共基础知识》题第35题","
出错率：39.24%","
易错选项：1"
"题目id：1724956
",问题:“地球能够满足人类的需要，但不能满足人类的贪婪。”这一观点启示我们，在处理人与自然的关系时必须（  ）。,,"
选项：['A', '.', '具', '体', '问', '题', '具', '体', '分', '析', '\n', 'B', '.', '透', '过', '现', '象', '看', '本', '质', '\n', 'C', '.', '坚', '持', '适', '度', '原', '则', '\n', 'D', '.', '用', '发', '展', '的', '眼', '光', '看', '问', '题', '\n']","
答案：2","
【解析】自然界是人类赖以存在的前提，随着生产力水平的提高，人类认识自然、改造自然的能力不断增强，对自然的索取也不断加大。地球不能满足人类的贪婪，因为贪婪意味着无限度地向地球索取，这就违背了在处理人与自然的关系时必须坚持的适度原则。故正确答案为C。","
来源:2014年6月湖北省宜昌枝江市事业单位考试题（精选）第15题","
出错率：82.77%","
易错选项：3"
"题目id：1805852
",问题:“坐地日行八万里，巡天遥看一千河”这一著名诗句包含的哲理是（ ）,,"
选项：['A', '.', '物', '质', '运', '动', '的', '客', '观', '性', '和', '时', '空', '的', '主', '观', '性', '的', '统', '一', '\n', 'B', '.', '物', '质', '运', '动', '的', '无', '限', '性', '和', '时', '空', '的', '有', '限', '性', '的', '统', '一', '\n', 'C', '.', '时', '空', '的', '无', '限', '性', '和', '有', '限', '性', '的', '统', '一', '\n', 'D', '.', '运', '动', '的', '绝', '对', '性', '和', '静', '止', '的', '相', '对', '性', '的', '统', '一', '\n']","
答案：3","
【解析】本题考查马克思主义哲学知识。A项错误，物质运动是始终存在的、客观的。人们对于时间空间的观念是可变的、发展的，具有主观性。诗句未体现该哲理。B项错误，物质运动是始终存在的、是绝对的。具体事物的时间和空间是有限的。诗句未体现该哲理。C项错误，时空是无限和有限的辩证统一。物质世界在时间和空间上是无限的，而具体事物的时间和空间都是有限的，在时间上是暂时的，在空间上是有界限的。诗句未体现该哲理。D项正确，运动是绝对的，静止是相对的，物质是运动的绝对性和静止的相对性的统一。“坐地日行八万里，巡天遥看一千河”意思是即使我们坐在地球某一个点（相对静止），随着地球的自传，每天也能行走八万里（绝对运动），体现了绝对运动和相对静止的统一。故正确答案为D。","
来源:2015年5月青海省省直事业单位《公共基础知识》题第36题","
出错率：87.08%","
易错选项：0"
"题目id：1710622
",问题:哲学的根本问题是思维和存在的关系问题。(  ),,"
选项：['正', '确', '(', ')', ' ', ' ', ' ', ' ', '错', '误', '（', ')']","
答案：0","
【解析】哲学的根本问题是思维和存在的关系问题，也就是精神和物质的关系问题。故表述正确。","
来源:2014年7月云南省大理州事业单位考试《公共基础知识》题第95题","
出错率：84.26%","
易错选项：1"
"题目id：1700896
",问题:在我国灿烂的历史文化宝库中，有许多言简意赅的成语，凝结着深刻的生活智慧。下列对成语的哲学寓意理解正确的有（  ）。,,"
选项：['A', '.', '刻', '舟', '求', '剑', '—', '—', '静', '止', '是', '认', '识', '事', '物', '的', '基', '础', '\n', 'B', '.', '画', '龙', '点', '睛', '—', '—', '重', '视', '解', '决', '主', '要', '矛', '盾', '\n', 'C', '.', '见', '仁', '见', '智', '—', '—', '真', '理', '是', '相', '对', '的', '、', '有', '条', '件', '的', '\n', 'D', '.', '胸', '有', '成', '竹', '—', '—', '意', '识', '具', '有', '能', '动', '作', '用', '\n']","
答案：1,3","
【解析】A项错误，刻舟求剑要求我们用变化发展的眼光看问题，具体情况具体对待，不能生搬硬套，而是要抓住事物的本质，随机应变。B项正确，画龙只有点睛之后才能让龙飞升，点睛解决的是主要矛盾，强调我们做事情要抓住主要矛盾，同时不能忽视次要矛盾。C项错误，见仁见智是指对同一个问题，不同的人从不同的立场或角度有不同的看法，反映的是认识的相对性。D项正确，胸有成竹反映了意识能够认识客观事物，体现了其能动作用。故正确答案为BD。","
来源:2013年河南省三支一扶考试《公共基础知识》题第57题","
出错率：29.22%","
易错选项：2"
"题目id：2111522
",问题:习近平总书记强调，要建设文明之中国、先进之政党，必须具有“治天下者先治己，治己者先治心”的理念。长期以来，他始终把修身立德、治心养性作为立身之本、从政之基。从辩证唯物论角度看，以上论述体现了（   ）。,,"
选项：['A', '.', '意', '识', '活', '动', '具', '有', '直', '接', '现', '实', '性', '\n', 'B', '.', '意', '识', '活', '动', '具', '有', '主', '观', '性', '和', '决', '定', '性', '\n', 'C', '.', '意', '识', '对', '人', '体', '的', '生', '理', '活', '动', '具', '有', '调', '节', '和', '控', '制', '作', '用', '\n', 'D', '.', '人', '的', '主', '观', '精', '神', '是', '改', '造', '客', '观', '世', '界', '的', '可', '靠', '保', '证', '\n']","
答案：2","
【解析】本题主要考查哲学常识。题干材料主要论述了习近平总书记治国理政的思想。A项错误，本身说法错误，实践活动具有直接现实性，意识活动没有直接现实性，实践的直接现实性是指实践不是仅仅停留在意识范围内的精神的观念的活动，而是通过人与客观世界的实际的相互作用而引起客观世界的变化的活动，是人与世界之间的实实在在的物质、能量和信息的交换过程。B项错误，本身说法错误，意识活动具有目的性和自觉选择性，意识的形式是主观的，内容是客观的；意识不具有决定性，马克思主义哲学认为物质决定意识，意识是物质的反映。C项正确，题干中的习近平治国理政的理念，是一种意识活动，它对于习总书记治国理政具有调节和控制作用。D项错误，人的主观精神有正确与错误之分，正确的能有效地指导人们改造客观世界，错误的会使人们在改造客观世界中误入歧途。因此,不能笼统地说主观精神是改造客观世界的可靠保证。故正确答案为C。","
来源:2017年9月河北石家庄市直事业单位考试题（公基部分）第16题","
出错率：44.42%","
易错选项：3"
"题目id：2178083
",问题:当前正在热映的电影《厉害了，我的国》擂响了新时代新征程再出发的铿锵战鼓。家是最小国，国是最大家。《厉害了，我的国》讲述的故事和数字，生动阐述了一个深刻的道理，也不啻是奏响了继往开来、接续奋斗的嘹亮号角：社会主义是干出来的，幸福都是奋斗出来的。这体现的哲学原理是（   ）。,,"
选项：['A', '.', '意', '识', '活', '动', '具', '有', '主', '动', '创', '造', '性', '和', '自', '觉', '选', '择', '性', '\n', 'B', '.', '一', '切', '从', '实', '际', '出', '发', '，', '具', '体', '问', '题', '具', '体', '分', '析', '\n', 'C', '.', '认', '识', '本', '身', '不', '是', '目', '的', '，', '改', '造', '世', '界', '才', '是', '认', '识', '的', '目', '的', '和', '归', '宿', '\n', 'D', '.', '意', '识', '不', '仅', '能', '够', '正', '确', '地', '认', '识', '客', '观', '事', '物', '，', '而', '且', '还', '能', '反', '作', '用', '于', '客', '观', '事', '物', '\n']","
答案：0,2,3","
【解析】A项正确，意识的主动创造性是指意识是人们能动地认识客观世界，在认识的指导下能动地改造客观世界；意识的自觉选择性是指意识对客观世界的反映是有选择的，并不是客观世界有什么就反映什么，意识反映什么源于实践活动的需要。《厉害了，我的国》这部电影体现了意识的主动创造性和自觉选择性。B项错误，一切从实际出发，具体问题具体分析就是我们想问题、办事情要把客观存在的实际事物作为根本出发点，具体地分析矛盾的特殊性，并找出解决矛盾的正确方法。题干并没有涉及矛盾。C项正确，实践是人们改造客观世界的物质性活动，实践是认识的基础，人的认识从实践中来，最终还是要回到实践中去。因此说认识本身不是目的，改造世界才是认识的目的和归宿。本题中，建设社会主义和创造幸福即为改造世界。D项正确，正确反映客观事物及其规律的意识能够指导人们有效地开展实践活动，对客观事物的发展具有巨大的促进作用；歪曲反映客观事物及其规律的意识，则会把人们的活动引向歧途，阻碍客观事物的发展。《厉害了，我的国》是正确的意识的体现，能指引人们走向正确的方向。故正确答案为ACD。","
来源:2018年山东淄博事业单位考试《公共基础知识》题第93题","
出错率：15.49%","
易错选项：1"
